  2.6999708424447527e+002	  2.4791877964358233e+002	
  2.4200291575552470e+002	  2.4791877964358233e+002	
  2.5600000000000000e+002	  2.7216244071283541e+002	
  2.7019994053787349e+002	  2.3140498152394619e+002	
  2.2760011892425300e+002	  2.5600000000000000e+002	
  2.4180005946212651e+002	  2.8059501847605384e+002	
  2.7040876319284223e+002	  2.1440548345961486e+002	
  2.1277371042147331e+002	  2.6431890330807704e+002	
  2.2718247361431554e+002	  2.8927561323230810e+002	
  2.7062381935989958e+002	  1.9689853769187064e+002	
  1.9750472256040175e+002	  2.7288613208803690e+002	
  2.1212854192030130e+002	  2.9821533022009243e+002	
  2.7084539238050405e+002	  1.7886107841601299e+002	
  1.8177303809747946e+002	  2.8171297386132898e+002	
  1.9661843047798357e+002	  3.0742594772265801e+002	
  2.7107378303251187e+002	  1.6026862039320591e+002	
  1.6555730180492881e+002	  2.9081141076610697e+002	
  1.8063108483744068e+002	  3.1691996884068715e+002	
  2.7130931089239488e+002	  1.4109514805718607e+002	
  1.4883482375323601e+002	  3.0019417382415924e+002	
  1.6414413464563088e+002	  3.2671067811865476e+002	
  2.7155231582719478e+002	  1.2131299405970526e+002	
  1.3158147338244180e+002	  3.0987480237611794e+002	
  1.4713378920963655e+002	  3.3681220356417685e+002	
  2.7180315963085923e+002	  1.0089270606230575e+002	
  1.1377156332226711e+002	  3.1986770926846236e+002	
  1.2957472295312630e+002	  3.4723958466923193e+002	
  2.7206222782152906e+002	  7.9802900425647209e+001	
  9.5377721784709678e+001	  3.3018825245235905e+002	
  1.1143994960623868e+002	  3.5800884712199371e+002	
  2.8439988107574698e+002	  2.5600000000000000e+002	
  2.4180005946212651e+002	  2.3140498152394619e+002	
  2.7019994053787349e+002	  2.8059501847605384e+002	
  2.8481752638568446e+002	  2.3936219338384595e+002	
  2.2718247361431554e+002	  2.3936219338384595e+002	
  2.5600000000000000e+002	  2.8927561323230810e+002	
  2.8524763871979911e+002	  2.2222773582392611e+002	
  2.1212854192030127e+002	  2.4755693395598152e+002	
  2.4137618064010042e+002	  2.9821533022009243e+002	
  2.8569078476100827e+002	  2.0457405227734202e+002	
  1.9661843047798359e+002	  2.5600000000000000e+002	
  2.2630921523899181e+002	  3.0742594772265801e+002	
  2.8614756606502374e+002	  1.8637717846778611e+002	
  1.8063108483744068e+002	  2.6470285269152674e+002	
  2.1077865090246439e+002	  3.1691996884068715e+002	
  2.8661862178478975e+002	  1.6761165235168158e+002	
  1.6414413464563083e+002	  2.7367766952966372e+002	
  1.9476275643042058e+002	  3.2671067811865476e+002	
  2.8710463165438955e+002	  1.4825039524776420e+002	
  1.4713378920963655e+002	  2.8293740118805897e+002	
  1.7823842086402612e+002	  3.3681220356417685e+002	
  2.8760631926171840e+002	  1.2826458146307527e+002	
  1.2957472295312633e+002	  2.9249583386769274e+002	
  1.6118104221484475e+002	  3.4723958466923193e+002	
  2.8812445564305807e+002	  1.0762349509528185e+002	
